ID	[ADD CALENDAR ID HERE]
Name	StartTime	EndTime	TimeZone	Location	Description	MoreDetails	IsScheduled
Centering Indigenous Women in Tech	Thursday, October 3, 2019 9:00 AM	Thursday, October 3, 2019 10:00 AM	UTC-4	Hyatt Regency Ballroom Q	Audience Level: All | Track: Special Session | Start Date: Thursday, October 3, 2019 | Start Time: 9:00 AM | End Time: 10:00 AM | Location: Hyatt Regency Ballroom Q	Join Edaena Salinas, Women in Tech Show host, as she interviews Robin Máxkii. Robin will share her work in promoting tech in Indigenous communities and provide insight on integrating inclusive and equitable practices to expand opportunities for Indigenous women. Robin believes that tech is for everyone and with appropriate strategies, resources and connections Indigenous women can thrive in tech.	N
CR133: Writing Effective Self and Peer Evaluations	Thursday, October 3, 2019 9:00 AM	Thursday, October 3, 2019 10:00 AM	UTC-4	Hyatt Orlando Ballroom L	Audience Level: All | Track: Career | Focus Area: Career Management Mastery | Start Date: Thursday, October 3, 2019 | Start Time: 9:00 AM | End Time: 10:00 AM | Location: Hyatt Orlando Ballroom L | Speakers: Gunjan Sethi, Shilpa Vir, Reya Vir	"""Yay, It's Time for my performance review!"" (Said no one ever!) For many, the performance review is just an annual ritual of fear and loathing. But it doesn't have to be. Learning the art of writing good self and peer assessments not only establishes you as a good communicator, it also helps you set your career trajectory and get maximum returns on your hard work."	N
AI610: Comparing Label Noise Mitigation Strategies	Thursday, October 3, 2019 9:00 AM	Thursday, October 3, 2019 9:30 AM	UTC-4	OCCC W304C	Audience Level: Intermediate | Track: Artificial Intelligence | Focus Area: Humans and AI | Start Date: Thursday, October 3, 2019 | Start Time: 9:00 AM | End Time: 9:30 AM | Location: OCCC W304C | Speakers: Catherine Finegan-Dollak	Label noise degrades learned model performance. It may be mitigated with human review or by automatically removing or correcting noisy data. It's unclear from prior work if automated noise mitigation is sufficient in itself, or if it's worth expending human effort on noise mitigation. We present an empirical study to compare various label noise mitigation strategies on short text classification.	N
IW570: Pocket AI & IoT: Machine Learning & Sensors to Turn Your Phone into a Smart Fitness Tracker	Thursday, October 3, 2019 9:00 AM	Thursday, October 3, 2019 10:00 AM	UTC-4	OCCC W307D	Audience Level: Beginning | Track: Internet of Things/Wearable Tech | Start Date: Thursday, October 3, 2019 | Start Time: 9:00 AM | End Time: 10:00 AM | Location: OCCC W307D | Speakers: Shruti Karulkar, Hope Rubin, Sarah Mohamed	Want to learn more about trends like AI, IoT and wearables? We'll cut through the hype with hands-on exercises to create a smart fitness tracker using sensors on your mobile device. You'll acquire data from sensors, design a step counter, and train a machine learning model on the cloud to classify your activity. You'll leave motivated to use AI and sensors in your own projects!	N
Local Community - How can AnitaB.org's Volunteers Impact your Community?	Thursday, October 3, 2019 9:00 AM	Thursday, October 3, 2019 10:00 AM	UTC-4	Hyatt Plaza International Ballroom G	Audience Level: All | Track: Communities | Start Date: Thursday, October 3, 2019 | Start Time: 9:00 AM | End Time: 10:00 AM | Location: Hyatt Plaza International Ballroom G | Speakers: Sheila Oh, Jane Kong, Ana María Benites Rodríguez, Liza Layne, Giselle Aldridge	The purpose of this panel is to share lessons learned from AnitaB.org's Community Volunteers. Leaders of our local community and special project leaders working on worldwide initiatives will discuss strategies on how to build a local community, share their local specific programming, and offer examples on how their work has a positive impact on women’s and girls’ pursuits in technology.	N
HW603: Developing Embedded Intelligence: Opportunities on the Edge	Thursday, October 3, 2019 9:00 AM	Thursday, October 3, 2019 10:00 AM	UTC-4	OCCC W315B	Audience Level: Intermediate | Track: Hardware | Focus Area: Edge Computing Hardware and Hardware for AI | Start Date: Thursday, October 3, 2019 | Start Time: 9:00 AM | End Time: 10:00 AM | Location: OCCC W315B | Speakers: Brenda Zhuang, Miriam Leeser, Michaela Blott, Mary Ann Maher, Yan Wan	Do you marvel at the smart systems around us? Have you ever wondered about the growing challenges - from autonomous vehicles to healthcare wearables? Looking for your next research topic? This panel, experts in embedded software and hardware designs, will focus on the promising opportunities of shifting Artificial Intelligence onto edge devices. Join us to explore tomorrow's innovations.	N
Opportunities to Lead- Women’s Voices in Today’s Tech Policy Landscape	Thursday, October 3, 2019 9:30 AM	Thursday, October 3, 2019 10:30 AM	UTC-4	OCCC W415A	Audience Level: All | Track: Special Session | Start Date: Thursday, October 3, 2019 | Start Time: 9:30 AM | End Time: 10:30 AM | Location: OCCC W415A	Congressional Delegation on stage: Staffers from key House Committees will discuss the issues tech regulation and tech diversity issues at hand for the 116th congress and beyond. They will highlight key areas where subject matter experts are especially needed, and how technologists can contribute to the evolving field of federal tech policy.	N
How We Built a Successful Product They Didn’t Even Know They Wanted (Vanguard)	Thursday, October 3, 2019 9:30 AM	Thursday, October 3, 2019 9:45 AM	UTC-4	Technology Showcase Theater, OCCC Expo Hall WB4	Start Date: Thursday, October 3, 2019 | Start Time: 9:30 AM | End Time: 9:45 AM | Location: Technology Showcase Theater, OCCC Expo Hall WB4	This is a story of how a ragtag team of developers designed and built an educational raspberry-pi robot and brought it from hackathon to community. Every year Vanguard participates in GETT (Girls Exploring Tomorrow’s Technology), a local STEM conference for young students. One year, we decided to think bigger about how we could make a more meaningful impact. Join us as we retrace our journey from nascent idea to fully-fledged interactive coding platform.	N
CR302: Career Katamari: How the Experiences You Gather Drive Your Leadership	Thursday, October 3, 2019 9:45 AM	Thursday, October 3, 2019 10:45 AM	UTC-4	Hyatt Regency Ballroom O	Audience Level: Mid-Career | Track: Career | Focus Area: Career Management Mastery | Start Date: Thursday, October 3, 2019 | Start Time: 9:45 AM | End Time: 10:45 AM | Location: Hyatt Regency Ballroom O | Speakers: Claire Gollnick, Diana Hsieh, Lara Fitch, Camille Fournier	The title, Katamari, comes from a video game where the player rolls & navigates picking up items until it's ready to be launched into a star. We'll use this metaphor to share stories from our panelists, all of whom are senior technologists w/ varied personal & professional backgrounds. Focused on how the experiences & skills they gathered throughout their lives shaped them into strong leaders.	N
AZ691: Business Strategy for Product Managers: How to Enter a New Market	Thursday, October 3, 2019 9:45 AM	Thursday, October 3, 2019 10:45 AM	UTC-4	OCCC W415B	Audience Level: Intermediate | Track: Products A to Z | Focus Area: Product Excellence | Start Date: Thursday, October 3, 2019 | Start Time: 9:45 AM | End Time: 10:45 AM | Location: OCCC W415B | Speakers: Aditya Agashe, Parth Detroja, Neel Mehta	As Product Managers, we want to build great products. However, to be a great PM, you have to evaluate when and how to best enter a market (if at all). Without a strategy, your company will cease to exist. This workshop teaches strategy frameworks to enable you to analyze different industries and products to create the most effective go-to-market strategies and enable long-term product success.	N
TW511: Money Talks: How Fintech Innovation Can Close the Gap in Financial Equality	Thursday, October 3, 2019 9:45 AM	Thursday, October 3, 2019 10:45 AM	UTC-4	OCCC W222B	Audience Level: Beginning | Track: Tech for Women | Focus Area: Entreprenuership, Pitching, & Funding | Start Date: Thursday, October 3, 2019 | Start Time: 9:45 AM | End Time: 10:45 AM | Location: OCCC W222B | Speakers: Nitya Subramanian, Angela Zhang, Sarah Harvey, Ashley Paston	Throughout history, access to capital has led to economic prosperity for societies as well as individuals. However, predatory debt and credit systems have meant not everyone has been able to take equal advantage of this access. In this panel, we discuss the opportunities to build fintech products to undo these imbalances, and the technical and product challenges we need to solve along the way.	N
CR207: Surviving the Hashtags: Building a Support Network as a Woman in Tech	Thursday, October 3, 2019 9:45 AM	Thursday, October 3, 2019 10:45 AM	UTC-4	Hyatt Regency Ballroom S	Audience Level: Early Career | Track: Career | Focus Area: Career Management Mastery | Start Date: Thursday, October 3, 2019 | Start Time: 9:45 AM | End Time: 10:45 AM | Location: Hyatt Regency Ballroom S | Speakers: Kim Noel, Andreea Cucu, Lizzie Siegle, Amy Dickens	We've all heard the talks, read the books, and joined the discussions. We've deliberated what can be done to bring more women into tech, but another question to be answered is what is being done to keep women in tech? In this panel  we will discuss coping mechanisms, support networks, and communities we have built and how these help us survive the trials and tribulations of being a woman in tech.	N
CR401: So, You Want to Be a CEO?	Thursday, October 3, 2019 9:45 AM	Thursday, October 3, 2019 10:45 AM	UTC-4	Hyatt Plaza International Ballroom H	Audience Level: Senior/Executive | Track: Career | Focus Area: Career Management Mastery | Start Date: Thursday, October 3, 2019 | Start Time: 9:45 AM | End Time: 10:45 AM | Location: Hyatt Plaza International Ballroom H | Speakers: Alyona Medelyan, Jiayue He, Danielle Kayembe, Seema Gururaj, Lilia Abaibourova	Do you have an entrepreneurial spirit? Curious what it really takes to start and run your own company? Are you working on bringing your idea to life and want to hear how other entrepreneurs deal with the challenges of fundraising, pivoting and growing? Whether you are a seasoned CEO or dream of leading your own startup in the future, you will get inspired by our panelists who made their own path.	N
Professional Development Leadership Workshops: 5 Ways to Lead When You're not in Charge	Thursday, October 3, 2019 9:45 AM	Thursday, October 3, 2019 11:45 AM	UTC-4	Hyatt Windermere Z	Audience Level: All | Track: Special Session | Start Date: Thursday, October 3, 2019 | Start Time: 9:45 AM | End Time: 11:45 AM | Location: Hyatt Windermere Z | Speakers: Jo Miller	You don't need a title or a team to be a leader. Be Leaderly’s Jo Miller asked senior-level women leaders to name the top five skills that set apart the individual contributors and managers who successfully lead people without formal authority. This session explores practical ways to develop those skills. It also reveals how a mindset shift from doing to leading can have instant results.	N
Abie Award Series: Making STEM Education Accessible Through the Immersion of Dance	Thursday, October 3, 2019 9:45 AM	Thursday, October 3, 2019 10:45 AM	UTC-4	OCCC W300	Track: Abie Award Series | Start Date: Thursday, October 3, 2019 | Start Time: 9:45 AM | End Time: 10:45 AM | Location: OCCC W300 | Speakers: Yamilée Toussaint Beach	We use dance to empower, educate, and encourage girls as our next generation of engineers, scientists, and technologists. Learn how our students build their confidence through dance and create challenging, technology-infused performances – ultimately building the skills needed for a future in STEM.	N
HI504: Building Products for Everyone in a World that Cares about the Bottom Line	Thursday, October 3, 2019 9:45 AM	Thursday, October 3, 2019 10:45 AM	UTC-4	OCCC W304G	Audience Level: Beginning | Track: Human Computer Interaction | Focus Area: Accessibility and Inclusive Design | Start Date: Thursday, October 3, 2019 | Start Time: 9:45 AM | End Time: 10:45 AM | Location: OCCC W304G | Speakers: Amy Bernal, Poonam TATHAVADKAR, Diane Ko, Jesse Beach, Frances West	About 15% of people have some form of disability, yet many companies leave out this user base by not having a process around accessibility. Accessibility is essential not just for physical spaces, but digital ones as well. In this panel, we'll discuss the technical and organizational techniques used by various companies to further digital accessibility in pursuit of more inclusive experiences.	N
